M00034,Jul  1 09:00:55,authorMacBook-Pro,Login,setting hostname to "authorMacBook-Pro.local",true,configd
M00035,Jul  1 09:00:55,authorMacBook-Pro,Activity,USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3,SYSTEM,kernel
M00036,Jul  1 09:00:55,authorMacBook-Pro,Login,ARPT: 620652.891908: AirPort_Brcm43xx::powerChange: System Wake - Full Wake/ ...,true,kernel
M00037,Jul  1 09:00:55,authorMacBook-Pro,Login,ARPT: 620652.891927: IOPMPowerSource Information: onWake,  SleepType: Normal ...,true,kernel
M00038,Jul  1 09:00:55,authorMacBook-Pro,Login,ARPT: 620652.891950: ARPT: Wake Reason: Wake on Scan offload,true,kernel
M00039,Jul  1 09:00:55,authorMacBook-Pro,Activity,ARPT: 620652.891984: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],SYSTEM,kernel
M00040,Jul  1 09:00:55,authorMacBook-Pro,Login,AppleCamIn::systemWakeCall - messageType = 0xE0000340,true,kernel
M00041,Jul  1 09:00:55,authorMacBook-Pro,Login,AppleCamIn::wakeEventHandlerThread,true,kernel
M00042,Jul  1 09:00:55,authorMacBook-Pro,Login,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reas...,true,kernel
M00043,Jul  1 09:00:55,authorMacBook-Pro,Activity,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x800000000...,SYSTEM,networkd
M00044,Jul  1 09:00:56,authorMacBook-Pro,Activity,com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this ...,SYSTEM,com.apple.cts
M00045,Jul  1 09:00:56,authorMacBook-Pro,Activity,com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to ...,SYSTEM,com.apple.cts
M00046,Jul  1 09:00:56,authorMacBook-Pro,Activity,com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run t...,SYSTEM,com.apple.cts
M00047,Jul  1 09:00:56,authorMacBook-Pro,Activity,com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to r...,SYSTEM,com.apple.cts
M00048,Jul  1 09:00:56,authorMacBook-Pro,Activity,network changed: v4(en0-:10.105.160.95) v6(en0:2607:f140:6000:8:c6b3:1ff:fecd...,SYSTEM,configd
M00049,Jul  1 09:00:56,authorMacBook-Pro,Activity,in6_unlink_ifa: IPv6 address 0x77c911455cd9bcdb has no prefix,SYSTEM,kernel
M00050,Jul  1 09:00:56,authorMacBook-Pro,Error,69: Could not write data to client PID[11203](Mail) because of error - aborti...,11203,mDNSResponder
M00051,Jul  1 09:00:56,authorMacBook-Pro,Activity,69: DNSServiceCreateConnection: 0 registered records, 1 kDNSServiceFlagsShare...,SYSTEM,mDNSResponder
M00052,Jul  1 09:00:56,authorMacBook-Pro,Activity,->  DNSServiceGetAddrInfo      0x4000D000  0 v4v6 gmail-imap.l.google.com. PI...,SYSTEM,mDNSResponder
M00053,Jul  1 09:00:56,authorMacBook-Pro,Activity,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46! QQ.100...,SYSTEM,networkd
M00054,Jul  1 09:00:56,authorMacBook-Pro,Activity,Saw change in network reachability (isReachable=0),SYSTEM,cdpd
M00055,Jul  1 09:00:56,authorMacBook-Pro,Activity,network changed: v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-,SYSTEM,configd
M00056,Jul  1 09:00:56,authorMacBook-Pro,Activity,Captive: CNPluginHandler en0: Inactive,SYSTEM,UserEventAgent
M00057,Jul  1 09:00:56,authorMacBook-Pro,Activity,[09:00:56.119] <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] By...,SYSTEM,com.apple.WebKit.WebContent
M00058,Jul  1 09:00:56,authorMacBook-Pro,Activity,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by tor...,SYSTEM,networkd
M00059,Jul  1 09:00:56,authorMacBook-Pro,Activity,-[NETClientConnection effectiveBundleID] using process name apsd as bundle ID...,SYSTEM,networkd
M00060,Jul  1 09:00:56,authorMacBook-Pro,Activity,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]...,SYSTEM,symptomsd
M00061,Jul  1 09:00:56,authorMacBook-Pro,Error,[0701/090056:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,701,Dropbox
M00062,Jul  1 09:00:56,authorMacBook-Pro,Activity,PM response took 580 ms (54, powerd),SYSTEM,kernel
M00063,Jul  1 09:00:56,authorMacBook-Pro,Activity,Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0,SYSTEM,kernel
M00064,Jul  1 09:00:56,authorMacBook-Pro,Activity,09:00:56.157 : BTLE scanner Powered On,SYSTEM,sharingd
M00065,Jul  1 09:00:56,authorMacBook-Pro,Activity,09:00:56.158 : BTLE scanner Powered On,SYSTEM,sharingd
M00066,Jul  1 09:00:56,authorMacBook-Pro,Activity,network_reachability_changed : network is not reachable, netbiosd is shutting...,SYSTEM,netbiosd
M00067,Jul  1 09:00:56,authorMacBook-Pro,Error,[0701/090056:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,701,Dropbox
M00068,Jul  1 09:00:56,authorMacBook-Pro,Activity,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifi...,SYSTEM,Dock
M00069,Jul  1 09:00:56,authorMacBook-Pro,Activity,in6_unlink_ifa: IPv6 address 0x77c911455cd9be2b has no prefix,SYSTEM,kernel
M00070,Jul  1 09:00:56,authorMacBook-Pro,Activity,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode ...,SYSTEM,kernel
M00071,Jul  1 09:00:56,authorMacBook-Pro,Activity,IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMod...,SYSTEM,kernel
M00072,Jul  1 09:00:56,authorMacBook-Pro,Activity,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x80...,SYSTEM,networkd
M00073,Jul  1 09:00:56,authorMacBook-Pro,Activity,ARPT: 620653.785355: wlc_dump_aggfifo:,SYSTEM,kernel
M00074,Jul  1 09:00:56,authorMacBook-Pro,Activity,ARPT: 620653.785414: framerdy 0x0 bmccmd 3 framecnt 1024 ,SYSTEM,kernel
M00075,Jul  1 09:00:56,authorMacBook-Pro,Activity,ARPT: 620653.785517: AQM agg params 0xfc0 maxlen hi/lo 0x0 0xffff minlen 0x0 ...,SYSTEM,kernel
M00076,Jul  1 09:00:56,authorMacBook-Pro,Activity,ARPT: 620653.785561: AQM agg results 0x8001 len hi/lo: 0x0 0x67 BAbitmap(0-3)...,SYSTEM,kernel
M00077,Jul  1 09:00:56,authorMacBook-Pro,Activity,Received Capture Event,SYSTEM,corecaptured
M00078,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCFile::captureLog,SYSTEM,corecaptured
M00079,Jul  1 09:00:56,authorMacBook-Pro,Error,CCFile::captureLog Received Capture notice id: 1498924856.421273, reason = As...,0,corecaptured
M00080,Jul  1 09:00:56,authorMacBook-Pro,Activity,Received Capture Event,SYSTEM,corecaptured
M00081,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCFile::captureLog,SYSTEM,corecaptured
M00082,Jul  1 09:00:56,authorMacBook-Pro,Error,CCFile::captureLog Received Capture notice id: 1498924856.421273, reason = As...,0,corecaptured
M00083,Jul  1 09:00:56,authorMacBook-Pro,Error,CCFile::copyFile fileName is [2017-07-01_08,57,48.779252]-io80211Family-002.p...,2017,corecaptured
M00084,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCIOReporterFormatter::refreshSubscriptionsFromStreamRegistry clearing out an...,SYSTEM,corecaptured
M00085,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,SYSTEM,corecaptured
M00086,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCFile::captureLogRun Skipping current file Dir file [2017-07-01_09,00,56.422...,SYSTEM,corecaptured
M00087,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCFile::captureLogRun() Exiting CCFile::captureLogRun ,SYSTEM,corecaptured
M00088,Jul  1 09:00:56,authorMacBook-Pro,Error,CCFile::copyFile fileName is [2017-07-01_08,57,48.782711]-CCIOReporter-002.xm...,2017,corecaptured
M00089,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCFile::captureLogRun Skipping current file Dir file [2017-07-01_09,00,56.433...,SYSTEM,corecaptured
M00090,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCFile::captureLogRun() Exiting CCFile::captureLogRun ,SYSTEM,corecaptured
M00091,Jul  1 09:00:56,authorMacBook-Pro,Activity,Received Capture Event,SYSTEM,corecaptured
M00092,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCFile::captureLog,SYSTEM,corecaptured
M00093,Jul  1 09:00:56,authorMacBook-Pro,Error,CCFile::captureLog Received Capture notice id: 1498924856.421273, reason = As...,0,corecaptured
M00094,Jul  1 09:00:56,authorMacBook-Pro,Error,CCFile::copyFile fileName is [2017-07-01_08,57,48.822257]-AirPortBrcm4360_Log...,2017,corecaptured
M00095,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCFile::captureLogRun Skipping current file Dir file [2017-07-01_09,00,56.456...,SYSTEM,corecaptured
M00096,Jul  1 09:00:56,authorMacBook-Pro,Activity,CCFile::captureLogRun() Exiting CCFile::captureLogRun ,SYSTEM,corecaptured
M00097,Jul  1 09:00:56,authorMacBook-Pro,Activity,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]...,SYSTEM,symptomsd
M00098,Jul  1 09:00:57,authorMacBook-Pro,Error,doSaveChannels@286: Will write to: /Library/Logs/CrashReporter/CoreCapture/IO...,286,corecaptured
M00099,Jul  1 09:01:00,authorMacBook-Pro,Login,AppleCamIn::handleWakeEvent_gated,true,kernel
M00100,Jul  1 09:01:00,authorMacBook-Pro,Activity,AirPort: Link Up on en0,SYSTEM,kernel
M00101,Jul  1 09:01:00,authorMacBook-Pro,Activity,en0: BSSID changed to 5c:50:15:36:bc:03,SYSTEM,kernel
M00102,Jul  1 09:01:00,authorMacBook-Pro,Activity,en0: channel changed to 6,SYSTEM,kernel
M00103,Jul  1 09:01:00,authorMacBook-Pro,Activity,en0::IO80211Interface::postMessage bssid changed,SYSTEM,kernel
M00104,Jul  1 09:01:00,authorMacBook-Pro,Activity,Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface p...,SYSTEM,UserEventAgent
M00105,Jul  1 09:01:00,authorMacBook-Pro,Activity,Captive: CNPluginHandler en0: Evaluating,SYSTEM,UserEventAgent
M00106,Jul  1 09:01:00,authorMacBook-Pro,Activity,network changed: DNS* Proxy,SYSTEM,configd
M00107,Jul  1 09:01:00,authorMacBook-Pro,Error,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:of...,0,symptomsd
M00108,Jul  1 09:01:00,authorMacBook-Pro,Activity,Captive: en0: Not probing 'CalVisitor' (cache indicates not captive),SYSTEM,UserEventAgent
M00109,Jul  1 09:01:00,authorMacBook-Pro,Login,Captive: CNPluginHandler en0: Authenticated,true,UserEventAgent
M00110,Jul  1 09:01:00,authorMacBook-Pro,Activity,network changed: v4(en0!:10.105.160.95) DNS+ Proxy+ SMB,SYSTEM,configd
M00111,Jul  1 09:01:00,calvisitor-10-105-160-95,Activity,setting hostname to "calvisitor-10-105-160-95.calvisitor.1918.berkeley.edu",SYSTEM,configd
M00112,Jul  1 09:01:00,calvisitor-10-105-160-95,Activity,en0: 802.11d country code set to 'US'.,SYSTEM,kernel
M00113,Jul  1 09:01:00,calvisitor-10-105-160-95,Activity,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64...,SYSTEM,kernel
M00114,Jul  1 09:01:00,calvisitor-10-105-160-95,Activity,Unexpected payload found for message 9, dataLen 0,SYSTEM,kernel
M00115,Jul  1 09:01:01,calvisitor-10-105-160-95,Activity,network changed: v4(en0:10.105.160.95) v6(en0+:2607:f140:6000:8:c6b3:1ff:fecd...,SYSTEM,configd
M00116,Jul  1 09:01:01,calvisitor-10-105-160-95,Activity,Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0,SYSTEM,kernel
M00117,Jul  1 09:01:01,calvisitor-10-105-160-95,Activity,Saw change in network reachability (isReachable=2),SYSTEM,cdpd
M00118,Jul  1 09:01:01,calvisitor-10-105-160-95,Activity,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]...,SYSTEM,symptomsd
M00119,Jul  1 09:01:01,calvisitor-10-105-160-95,Activity,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode ...,SYSTEM,kernel
M00120,Jul  1 09:01:01,calvisitor-10-105-160-95,Activity,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,SYSTEM,kernel
M00121,Jul  1 09:01:01,calvisitor-10-105-160-95,Activity,[09:01:01.126] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte...,SYSTEM,com.apple.WebKit.WebContent
M00122,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to ...,SYSTEM,com.apple.cts
M00123,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run t...,SYSTEM,com.apple.cts
M00124,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to r...,SYSTEM,com.apple.cts
M00125,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to ...,SYSTEM,com.apple.cts
M00126,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run t...,SYSTEM,com.apple.cts
M00127,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to r...,SYSTEM,com.apple.cts
M00128,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,############################## _getSysMsgList,SYSTEM,QQ
M00129,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to ...,SYSTEM,com.apple.cts
M00130,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run t...,SYSTEM,com.apple.cts
M00131,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to r...,SYSTEM,com.apple.cts
M00132,Jul  1 09:01:05,calvisitor-10-105-160-95,Error,AOSKit ERROR: XPC CLIENT: Connection [0x7fa11ad29e00] event handler received ...,0,CalendarAgent
M00133,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to ...,SYSTEM,com.apple.cts
M00134,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run t...,SYSTEM,com.apple.cts
M00135,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to r...,SYSTEM,com.apple.cts
M00136,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to ...,SYSTEM,com.apple.cts
M00137,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,Thermal pressure state: 1 Memory pressure state: 0,SYSTEM,com.apple.CDScheduler
M00138,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run t...,SYSTEM,com.apple.cts
M00139,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to r...,SYSTEM,com.apple.cts
M00140,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this ...,SYSTEM,com.apple.cts
M00141,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,Thermal pressure state: 1 Memory pressure state: 0,SYSTEM,com.apple.CDScheduler
M00142,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this ...,SYSTEM,com.apple.cts
M00143,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to ...,SYSTEM,com.apple.cts
M00144,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run t...,SYSTEM,com.apple.cts
M00145,Jul  1 09:01:05,calvisitor-10-105-160-95,Activity,com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to r...,SYSTEM,com.apple.cts
M00146,Jul  1 09:01:06,calvisitor-10-105-160-95,Activity,FA||Url||taskID[2019352994] dealloc,SYSTEM,QQ
M00147,Jul  1 09:01:15,calvisitor-10-105-160-95,Activity,com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to ...,SYSTEM,com.apple.cts
M00148,Jul  1 09:01:15,calvisitor-10-105-160-95,Activity,Thermal pressure state: 0 Memory pressure state: 0,SYSTEM,com.apple.CDScheduler
M00149,Jul  1 09:01:15,calvisitor-10-105-160-95,Activity,com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run t...,SYSTEM,com.apple.cts
M00150,Jul  1 09:01:15,calvisitor-10-105-160-95,Activity,com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to r...,SYSTEM,com.apple.cts
M00151,Jul  1 09:01:15,calvisitor-10-105-160-95,Activity,com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this ...,SYSTEM,com.apple.cts
M00152,Jul  1 09:01:15,calvisitor-10-105-160-95,Activity,Thermal pressure state: 0 Memory pressure state: 0,SYSTEM,com.apple.CDScheduler
M00153,Jul  1 09:01:15,calvisitor-10-105-160-95,Activity,com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to ...,SYSTEM,com.apple.cts
M00154,Jul  1 09:01:15,calvisitor-10-105-160-95,Activity,com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this ...,SYSTEM,com.apple.cts
M00155,Jul  1 09:01:15,calvisitor-10-105-160-95,Activity,com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run t...,SYSTEM,com.apple.cts
M00156,Jul  1 09:01:15,calvisitor-10-105-160-95,Activity,com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to r...,SYSTEM,com.apple.cts
M00157,Jul  1 09:01:24,calvisitor-10-105-160-95,Activity,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode ...,SYSTEM,kernel
M00158,Jul  1 09:01:24,calvisitor-10-105-160-95,Activity,IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMod...,SYSTEM,kernel
M00159,Jul  1 09:01:24,calvisitor-10-105-160-95,Activity,ASL Sender Statistics,SYSTEM,syslogd
M00160,Jul  1 09:01:27,calvisitor-10-105-160-95,Activity,com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this ...,SYSTEM,com.apple.cts
M00161,Jul  1 09:01:29,calvisitor-10-105-160-95,Activity,ARPT: 620686.448311: wl0: Roamed or switched channel, reason #8, bssid 5c:50:...,SYSTEM,kernel
M00162,Jul  1 09:01:29,calvisitor-10-105-160-95,Activity,en0: BSSID changed to 5c:50:15:4c:18:13,SYSTEM,kernel
M00163,Jul  1 09:01:29,calvisitor-10-105-160-95,Activity,en0: channel changed to 1,SYSTEM,kernel
M00164,Jul  1 09:01:29,calvisitor-10-105-160-95,Activity,en0::IO80211Interface::postMessage bssid changed,SYSTEM,kernel
M00165,Jul  1 09:01:29,calvisitor-10-105-160-95,Error,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:of...,0,symptomsd
M00166,Jul  1 09:01:29,calvisitor-10-105-160-95,Activity,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode ...,SYSTEM,kernel
M00167,Jul  1 09:01:29,calvisitor-10-105-160-95,Activity,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,SYSTEM,kernel
M00168,Jul  1 09:01:29,calvisitor-10-105-160-95,Error,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:of...,0,symptomsd
M00169,Jul  1 09:01:29,calvisitor-10-105-160-95,Activity,mDNS_RegisterInterface: Frequent transitions for interface en0 (FE80:0000:000...,SYSTEM,mDNSResponder
M00170,Jul  1 09:01:35,calvisitor-10-105-160-95,Activity,FA||Url||taskID[2019352995] dealloc,SYSTEM,QQ
M00171,Jul  1 09:01:41,calvisitor-10-105-160-95,Activity,ARPT: 620698.465919: wl0: setup_keepalive: interval 900, retry_interval 30, r...,SYSTEM,kernel
M00172,Jul  1 09:01:41,calvisitor-10-105-160-95,Activity,ARPT: 620698.465936: wl0: setup_keepalive: Local IP: 10.105.160.95,SYSTEM,kernel
M00173,Jul  1 09:01:41,calvisitor-10-105-160-95,Activity,ARPT: 620698.465943: wl0: setup_keepalive: Remote IP: 17.249.28.92,SYSTEM,kernel
M00174,Jul  1 09:01:41,calvisitor-10-105-160-95,Activity,ARPT: 620698.465952: wl0: setup_keepalive: Local port: 61288, Remote port: 443,SYSTEM,kernel
M00175,Jul  1 09:01:41,calvisitor-10-105-160-95,Activity,ARPT: 620698.465961: wl0: setup_keepalive: Seq: 3388315461, Ack: 3113814160, ...,SYSTEM,kernel
M00176,Jul  1 09:01:41,calvisitor-10-105-160-95,Activity,ARPT: 620698.465991: wl0: MDNS: IPV4 Addr: 10.105.160.95,SYSTEM,kernel
M00177,Jul  1 09:01:41,calvisitor-10-105-160-95,Activity,ARPT: 620698.466000: wl0: MDNS: IPV6 Addr: fe80:0:0:0:c6b3:1ff:fecd:467f,SYSTEM,kernel
M00178,Jul  1 09:01:41,calvisitor-10-105-160-95,Activity,ARPT: 620698.466009: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,SYSTEM,kernel
M00179,Jul  1 09:01:41,calvisitor-10-105-160-95,Activity,ARPT: 620698.466019: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:18f0:c95a:f99c:87b2,SYSTEM,kernel
